,UserName,Property ID
126,danielle07,2472
127,danielle07,2117
128,danielle07,4507
129,qcox,1921
130,qcox,4151
131,qcox,3285
132,qcox,14
133,qcox,3911
134,qcox,484
135,qcox,1834
136,qcox,2802
137,jasonrodriguez,1202
138,jasonrodriguez,4300
139,jasonrodriguez,386
140,jasonrodriguez,1931
141,jasonrodriguez,4556
142,saraortiz,1331
143,saraortiz,4789
144,saraortiz,3332
145,saraortiz,705
146,saraortiz,4822
147,saraortiz,3784
148,brightmichele,3523
149,brightmichele,3505
150,smithlaurie,3210
151,smithlaurie,2026
152,smithlaurie,502
153,crystal15,1538
154,crystal15,3728
155,crystal15,1138
156,crystal15,344
157,crystal15,787
158,crystal15,1587
159,colemananthony,1507
160,colemananthony,3169
161,colemananthony,2249
162,colemananthony,1742
163,colemananthony,2804
164,colemananthony,503
165,colemananthony,1047
166,juanlee,2115
167,juanlee,1803
168,juanlee,3090
169,juanlee,2405
170,juanlee,1104
171,juanlee,800
172,juanlee,3934
173,castillonancy,4373
174,glewis,4250
175,glewis,1456
176,glewis,3207
177,glewis,2391
178,glewis,3054
179,glewis,4286
180,glewis,1581
181,gardnerkristine,3661
182,laura03,2102
183,laura03,418
184,laura03,3669
185,laura03,2496
186,laura03,550
187,laura03,2923
188,kstone,364
189,kstone,1282
190,kstone,1880
191,kstone,851
192,kstone,2647
193,kstone,3098
194,kstone,1318
195,kstone,3731
196,kperry,738
197,kperry,218
198,kperry,4698
199,kperry,1542
200,kperry,968
201,kperry,3451
202,alexandranichols,3024
203,alexandranichols,1825
204,angelareese,3874
205,angelareese,2248
206,angelareese,3099
207,angelareese,1562
208,angelareese,3890
209,steven28,4938
210,steven28,3952
211,steven28,648
212,steven28,4470
213,steven28,4708
214,steven28,339
215,steven28,815
216,steven28,3331
217,haydenbrian,4969
218,haydenbrian,3195
219,haydenbrian,2367
220,haydenbrian,1108
221,erinshea,4487
222,erinshea,1138
223,wadams,404
224,wadams,168
225,robertkennedy,3959
226,robertkennedy,4696
227,robertkennedy,4223
228,robertkennedy,2051
229,robertkennedy,4485
230,robertkennedy,372
231,robertkennedy,3506
232,victoria57,3914
233,victoria57,3269
234,victoria57,3381
235,victoria57,270
236,victoria57,679
237,victoria57,222
238,victoria57,1355
239,victoria57,3616
240,brandiolson,1432
241,brandiolson,1120
242,brandiolson,1979
243,brandiolson,3093
244,brandiolson,4114
245,brandiolson,4642
246,kingalison,1739
247,kingalison,3672
248,kingalison,93
249,kingalison,3651
250,kingalison,797
251,brewermanuel,1989
252,brewermanuel,2784
253,brewermanuel,2518
254,brewermanuel,1366
255,brewermanuel,1277
256,brewermanuel,3976
257,lindsey94,1520
258,william43,4888
259,william43,3112
260,william43,2146
261,william43,1891
262,william43,3565
263,william43,1090
264,william43,1634
265,william43,3559
266,jessicagarcia,1737
267,jessicagarcia,4476
268,jessicagarcia,4857
269,jessicagarcia,4000
270,jessicagarcia,1538
271,jessicagarcia,1296
272,jessicagarcia,3132
273,jessicagarcia,377
274,jennifer18,379
275,jennifer18,2356
276,jennifer18,1694
277,jennifer18,3567
278,jennifer18,978
279,jennifer18,1284
280,jennifer18,2957
281,jennifer18,2270
282,joel80,4978
283,adam47,3819
284,adam47,606
285,adam47,1321
286,adam47,3053
287,adam47,2881
288,adam47,4421
289,jonesdesiree,1243
290,jonesdesiree,892
291,jonesdesiree,4568
292,jonesdesiree,3052
293,jonesdesiree,361
294,jonesdesiree,3826
295,jonesdesiree,511
296,parkerpaige,646
297,parkerpaige,3246
298,parkerpaige,4858
299,parkerpaige,3022
300,xgutierrez,4706
301,xgutierrez,4270
302,toddramirez,2034
303,zbright,1202
304,zbright,4952
305,zbright,2771
306,zbright,3184
307,zbright,4533
308,morganellen,4210
309,morganellen,2540
310,morganellen,3713
311,morganellen,3298
312,morganellen,1689
313,morganellen,4928
314,jefferyashley,2023
315,jefferyashley,4789
316,jefferyashley,2097
317,jefferyashley,1252
318,jefferyashley,1295
319,jefferyashley,4656
320,jefferyashley,4515
321,parsonsbrian,742
322,parsonsbrian,2278
323,krobinson,671
324,krobinson,3316
325,krobinson,2227
326,davidmurphy,3750
327,zmitchell,4440
328,zmitchell,3628
329,zmitchell,2104
330,zmitchell,4666
331,richard64,559
332,richard64,3289
333,richard64,4349
334,corywilliams,1292
335,corywilliams,462
336,carlsonkristin,4528
337,carlsonkristin,1444
338,carlsonkristin,4847
339,carlsonkristin,2549
340,tbest,1633
341,tbest,3398
342,tbest,3661
343,tbest,1111
344,vhayes,1179
345,vhayes,1551
346,vhayes,4787
347,vhayes,3672
348,vhayes,2485
349,vhayes,3893
350,vhayes,2788
351,vhayes,3684
352,susanjimenez,4870
353,susanjimenez,1021
354,susanjimenez,3711
355,susanjimenez,2857
356,susanjimenez,4435
357,susanjimenez,3920
358,bettybaldwin,4654
359,bettybaldwin,2040
360,bettybaldwin,236
361,bettybaldwin,2280
362,bettybaldwin,1679
363,bettybaldwin,2398
364,rwyatt,2161
365,rwyatt,3054
366,rwyatt,3571
367,rwyatt,2167
368,rwyatt,866
369,rwyatt,3637
370,rwyatt,214
371,rwyatt,4771
372,natalieross,2620
373,natalieross,2182
374,natalieross,221
375,andrew44,3951
376,andrew44,4852
377,andrew44,1309
378,andrew44,425
379,andrew44,3419
380,andrew44,2133
381,andrew44,3601
382,berrytammy,900
383,berrytammy,3076
384,berrytammy,3020
385,berrytammy,4273
386,berrytammy,1460
387,berrytammy,4672
388,berrytammy,4878
389,friedmankaylee,4267
390,friedmankaylee,1808
391,lopezbeverly,4773
392,lopezbeverly,3031
393,lopezbeverly,1143
394,lopezbeverly,3650
395,lopezbeverly,495
396,elizabeth10,4383
397,elizabeth10,4967
398,richardrobinson,4341
399,terrysusan,2064
400,terrysusan,2053
401,terrysusan,2791
402,terrysusan,736
403,terrysusan,3
404,terrysusan,1038
405,terrysusan,1992
406,rgibson,44
407,rgibson,3705
408,rgibson,1149
409,duncanjeremy,3879
410,duncanjeremy,1683
411,duncanjeremy,949
412,duncanjeremy,324
413,duncanjeremy,3799
414,tylerjohnson,1162
415,tylerjohnson,1914
416,tylerjohnson,3936
417,tylerjohnson,662
418,tylerjohnson,2510
419,tylerjohnson,2445
420,tylerjohnson,4479
421,tylerjohnson,4991
422,joseph24,2522
423,joseph24,775
424,joseph24,4532
425,joseph24,2718
426,joseph24,3501
427,johnsonalexander,136
428,johnsonalexander,1102
429,jennifer31,2296
430,jennifer31,3164
431,jennifer31,939
432,jennifer31,3920
433,jennifer31,539
434,jennifer31,2770
435,jennifer31,909
436,schwartzroberta,1199
437,colemanshane,2066
438,colemanshane,4364
439,colemanshane,2201
440,colemanshane,3247
441,colemanshane,1298
442,colemanshane,515
443,colemanshane,4640
444,colemanshane,3027
445,nancy34,1674
446,nancy34,4147
447,nancy34,2931
448,nancy34,1694
449,mark59,1119
450,mark59,1927
451,mark59,933
452,mark59,3551
453,mark59,396
454,mark59,3451
455,mark59,183
456,mark59,2328
457,wendy31,2699
458,wendy31,4214
459,wendy31,3492
460,wendy31,1058
461,doughertychelsea,4329
462,doughertychelsea,865
463,justinnguyen,1248
464,justinnguyen,2489
465,justinnguyen,4149
466,lisa72,2966
467,lisa72,252
468,lisa72,1855
469,lisa72,1293
470,lisa72,2228
471,lisa72,3621
472,lisa72,387
473,thomas13,4108
474,thomas13,3840
475,thomas13,4869
476,thomas13,2354
477,thomas13,1788
478,rachel01,303
479,rachel01,591
480,rachel01,3703
481,rachel01,1757
482,rachel01,4088
483,rachel01,821
484,rachel01,4027
485,derek15,3806
486,derek15,2302
487,derek15,4761
488,gilmoreandrea,4458
489,gilmoreandrea,4425
490,gilmoreandrea,3035
491,gilmoreandrea,1066
492,gilmoreandrea,3384
493,gilmoreandrea,4549
494,gilmoreandrea,695
495,walkersharon,123
496,walkersharon,4695
497,kgonzalez,286
498,kgonzalez,3600
499,kgonzalez,3644
500,kgonzalez,1593
501,kgonzalez,2131
502,kgonzalez,3358
503,kgonzalez,972
504,kgonzalez,3361
505,waltonjacqueline,2906
506,waltonjacqueline,396
507,waltonjacqueline,1253
508,waltonjacqueline,2065
509,rasmussenpaula,3385
510,kathleen73,2067
511,kathleen73,3585
512,kathleen73,3944
513,kathleen73,82
514,kathleen73,2107
515,kathleen73,1842
516,kathleen73,4706
517,kathleen73,4810
518,christopher86,4878
519,christopher86,3920
520,christopher86,3784
521,christopher86,757
522,christopher86,617
523,christopher86,4343
524,christopher86,4750
525,christopher86,1974
526,wbrown,2666
527,wbrown,84
528,christopher17,1268
529,christopher17,3179
530,christopher17,4229
531,christopher17,4445
532,christopher17,4115
533,howardjennifer,215
534,howardjennifer,2972
535,howardjennifer,2661
536,howardjennifer,370
537,howardjennifer,4651
538,david25,3060
539,david25,1351
540,ubrown,2779
541,ubrown,4244
542,ubrown,4329
543,matthewkane,2310
544,james58,3399
545,james58,146
546,james58,480
547,james58,2334
548,matthewcarroll,288
549,matthewcarroll,4322
550,michael66,1306
551,michael66,2664
552,michael66,1698
553,michael66,2653
554,michael66,2550
555,mathewmueller,3480
556,mathewmueller,603
557,mathewmueller,3411
558,mathewmueller,2207
559,mathewmueller,691
560,mathewmueller,435
561,colemantara,4414
562,colemantara,900
563,colemantara,4743
564,colemantara,1108
565,robertsmichael,520
566,robertsmichael,1953
567,robertsmichael,2539
568,robertsmichael,1678
569,robertsmichael,1861
570,darlene67,2244
571,susan83,2663
572,susan83,3933
573,susan83,23
574,susan83,1751
575,susan83,956
576,susan83,1369
577,susan83,563
578,josephwarren,4682
579,josephwarren,4787
580,josephwarren,44
581,josephwarren,3295
582,josephwarren,3153
583,josephwarren,1157
584,josephwarren,2393
585,donna86,2167
586,donna86,4629
587,donna86,336
588,donna86,3987
589,donna86,1455
590,donna86,3924
591,donna86,3001
592,melissa28,4087
593,melissa28,1721
594,melissa28,2862
595,melissa28,1971
596,melissa28,3670
597,melissa28,2003
598,bradleymorales,33
599,bradleymorales,1839
600,bradleymorales,175
601,wilsonchristopher,2458
602,wilsonchristopher,4732
603,brandonreid,4660
604,brandonreid,3487
605,brandonreid,1984
606,brandonreid,3737
607,brandonreid,3674
608,brandonreid,2011
609,brandonreid,3552
610,juliawilliams,62
611,juliawilliams,1476
612,juliawilliams,1804
613,keith77,2375
614,keith77,3017
615,keith77,4339
616,keith77,4362
617,jessica43,3430
618,jessica43,2824
619,jessica43,2054
620,jessica43,2079
621,kavila,1106
622,robert43,4540
623,jeffrey23,232
624,jeffrey23,1243
625,jeffrey23,135
626,jeffrey23,160
627,jeffrey23,4745
628,jeffrey23,4904
629,cynthia54,2062
630,cynthia54,1718
631,ngalvan,2481
632,douglas47,4345
633,douglas47,2504
634,robinsonpatrick,4530
635,robinsonpatrick,1377
636,robinsonpatrick,2192
637,davisamber,4304
638,davisamber,4312
639,davisamber,4180
640,davisamber,1057
641,davisamber,2874
642,davisamber,3689
643,davisamber,3308
644,davisamber,3571
645,nathan25,695
646,nathan25,3935
647,smithalexis,1943
648,smithalexis,3610
649,smithalexis,972
650,smithalexis,4476
651,seanclayton,25
652,seanclayton,2691
653,seanclayton,3653
654,seanclayton,3157
655,cynthiathomas,3135
656,cynthiathomas,3824
657,cynthiathomas,4726
658,cynthiathomas,3884
659,vwilliams,149
660,vwilliams,1944
661,vwilliams,3442
662,randy13,2913
663,alee,4265
664,alee,4873
665,alee,1060
666,alee,3382
667,alee,4840
668,alee,2485
669,alee,282
670,alee,3393
671,wilsonbrittany,3971
672,wilsonbrittany,3552
673,wilsonbrittany,13
674,wilsonbrittany,2062
675,wilsonbrittany,4454
676,wilsonbrittany,3247
677,wilsonbrittany,866
678,wilsonbrittany,2924
679,yrichardson,1117
680,priscillataylor,4831
681,priscillataylor,1702
682,priscillataylor,2056
683,priscillataylor,1437
684,priscillataylor,4061
685,priscillataylor,4591
686,rgay,1311
687,rgay,820
688,nrodriguez,3162
689,nrodriguez,3257
690,nrodriguez,1621
691,nrodriguez,717
692,nrodriguez,3553
693,nrodriguez,17
694,nrodriguez,372
695,watkinslori,3867
696,watkinslori,4151
697,watkinslori,2534
698,watkinslori,248
699,watkinslori,4294
700,watkinslori,739
701,watkinslori,3462
702,watkinslori,882
703,ijohnson,3896
704,ijohnson,3366
705,ijohnson,1373
706,ijohnson,1695
707,ijohnson,1074
708,ijohnson,4884
709,ijohnson,4016
710,chandlerchad,884
711,chandlerchad,3334
712,chandlerchad,1751
713,chandlerchad,1005
714,chandlerchad,3220
715,carriebarker,2075
716,carriebarker,1580
717,carriebarker,3550
718,carriebarker,2413
719,kevinrangel,2125
720,kevinrangel,3758
721,kevinrangel,408
722,kevinrangel,3326
723,kevinrangel,887
724,kevinrangel,238
725,kevinrangel,2253
726,stephentorres,160
727,stephentorres,1517
728,stephentorres,4405
729,stephentorres,2655
730,ytran,1387
731,ytran,613
732,ytran,1894
733,ytran,1353
734,ytran,1293
735,kevin24,2152
736,kevin24,2795
737,kevin24,2550
738,kevin24,2745
739,kevin24,4743
740,kevin24,3519
741,vasquezchad,4607
742,vasquezchad,2526
743,vasquezchad,1972
744,vasquezchad,2910
745,vasquezchad,206
746,vasquezchad,150
747,amy09,794
748,amy09,3217
749,amy09,3730
750,amy09,1474
751,kimlewis,1153
752,kimlewis,1048
753,kimlewis,2205
754,kimlewis,3406
755,clintonwood,2766
756,clintonwood,3436
757,clintonwood,2724
758,clintonwood,1608
759,clintonwood,1686
760,flynnbrett,4723
761,flynnbrett,566
762,flynnbrett,1768
763,flynnbrett,3193
764,flynnbrett,4847
765,flynnbrett,2522
766,garrisonbrent,4208
767,garrisonbrent,1145
768,garrisonbrent,1603
769,garrisonbrent,3042
770,garrisonbrent,349
771,garrisonbrent,1463
772,garrisonbrent,3356
773,garrisonbrent,2737
774,wendyreynolds,3028
775,wendyreynolds,397
776,wendyreynolds,3718
777,wendyreynolds,120
778,wendyreynolds,2513
779,wendyreynolds,594
780,uolson,4824
781,uolson,4182
782,acostabarbara,3839
783,acostabarbara,1778
784,acostabarbara,2175
785,acostabarbara,253
786,acostabarbara,1214
787,acostabarbara,255
788,acostabarbara,76
789,htaylor,3862
790,htaylor,4297
791,htaylor,2596
792,aaronmorrison,3369
793,aaronmorrison,3490
794,aaronmorrison,2633
795,zhangcharles,120
796,zhangcharles,4222
797,zhangcharles,1676
798,zhangcharles,4155
799,zhangcharles,4664
800,blakerichard,3966
801,blakerichard,4400
802,astevenson,1731
803,astevenson,2516
804,astevenson,3226
805,astevenson,3648
806,astevenson,3968
807,astevenson,752
808,astevenson,2357
809,astevenson,2854
810,brandon68,2510
811,brandon68,4582
812,brandon68,369
813,brandon68,3924
814,brandon68,3932
815,brandon68,4745
816,brandon68,3316
817,smithdebra,1837
818,smithdebra,285
819,smithdebra,998
820,martindanielle,1857
821,martindanielle,3422
822,martindanielle,1997
823,martindanielle,3690
824,martindanielle,2927
825,martindanielle,492
826,martindanielle,2773
827,martindanielle,3182
828,lynnsean,175
829,lynnsean,4970
830,lynnsean,2246
831,lynnsean,2129
832,lynnsean,4216
833,usmith,2275
834,usmith,2021
835,anita93,1009
836,hayeslisa,4606
837,hayeslisa,3286
838,hayeslisa,2311
839,alewis,2206
840,alewis,723
841,alewis,3760
842,alewis,2665
843,alewis,1419
844,alewis,4329
845,alewis,1206
846,dperry,2005
847,dperry,26
848,dperry,1122
849,dperry,3548
850,dperry,3812
851,dperry,2060
852,dperry,4684
853,janice67,1392
854,janice67,4394
855,janice67,1408
856,ryanmiller,1620
857,ryanmiller,75
858,ryanmiller,4391
859,ryanmiller,3527
860,ryanmiller,4154
861,ryanmiller,2414
862,ryanmiller,4866
863,ramirezdylan,464
864,ramirezdylan,3758
865,ramirezdylan,2624
866,ramirezdylan,3831
867,ramirezdylan,1755
868,ramirezdylan,2012
869,ramirezdylan,3556
870,ramirezdylan,3515
871,kwright,3081
872,kwright,473
873,mfox,4311
874,ernestdorsey,855
875,ernestdorsey,4908
876,ernestdorsey,2755
877,ernestdorsey,2157
878,ernestdorsey,3413
879,cestrada,4974
880,cestrada,3037
881,cestrada,1690
882,cestrada,4535
883,robert29,4637
884,robert29,1798
885,robert29,2679
886,robert29,191
887,robert29,100
888,robert29,2108
889,robert29,4048
890,robert29,3615
891,simpsoncorey,2592
892,simpsoncorey,4149
893,simpsoncorey,1616
894,simpsoncorey,3339
895,leeandrews,4908
896,leeandrews,2534
897,leeandrews,2893
898,leeandrews,3590
899,leeandrews,3675
900,leeandrews,1028
901,leeandrews,2399
902,leeandrews,223
903,chambersraymond,2222
904,chambersraymond,2935
905,chambersraymond,3804
906,brianaanderson,4494
907,brianaanderson,1550
908,brianaanderson,1211
909,brianaanderson,4095
910,brianaanderson,3663
911,brianaanderson,2657
912,brianaanderson,442
913,brianaanderson,26
914,tdavis,1704
915,tdavis,3947
916,tdavis,4059
917,tdavis,698
918,tdavis,444
919,grahamkelly,1180
920,grahamkelly,4611
921,grahamkelly,329
922,grahamkelly,306
923,grahamkelly,4879
924,brian98,2705
925,brian98,355
926,brian98,2875
927,lisafoster,3195
928,lisafoster,3631
929,lisafoster,4585
930,lisafoster,2077
931,ugarcia,2339
932,ugarcia,4639
933,ugarcia,1668
934,ugarcia,2490
935,ugarcia,4865
936,ugarcia,4074
937,ugarcia,213
938,ugarcia,4267
939,harristiffany,3597
940,harristiffany,4189
941,harristiffany,1172
942,harristiffany,2762
943,harristiffany,4837
944,harristiffany,696
945,harristiffany,4264
946,harristiffany,2453
947,cody95,3568
948,cody95,4249
949,jonesdawn,4155
950,jonesdawn,993
951,jonesdawn,2827
952,jonesdawn,2910
953,rodriguezjoshua,4744
954,rodriguezjoshua,4181
955,rodriguezjoshua,4868
956,rodriguezjoshua,4304
957,rodriguezjoshua,2402
958,rodriguezjoshua,2161
959,rodriguezjoshua,1705
960,rodriguezjoshua,2382
961,christopherwilliams,2998
962,christopherwilliams,1353
963,christopherwilliams,1279
964,robinsonamber,2026
965,robinsonamber,138
966,robinsonamber,1063
967,robinsonamber,3092
968,robinsonamber,2337
969,phillipcurry,2834
970,phillipcurry,3251
971,phillipcurry,2364
972,phillipcurry,4773
973,phillipcurry,3395
974,paul92,3759
975,paul92,3434
976,paul92,2006
977,paul92,259
978,paul92,3621
979,traci81,4842
980,traci81,3999
981,traci81,3494
982,traci81,1802
983,traci81,2785
984,traci81,3371
985,carlwhite,4143
986,carlwhite,1922
987,johngutierrez,4860
988,johngutierrez,200
989,johngutierrez,2577
990,johngutierrez,3657
991,johngutierrez,2401
992,johngutierrez,3739
993,dawnmaldonado,1895
994,dawnmaldonado,2022
995,dawnmaldonado,1773
996,dawnmaldonado,1547
997,mgallagher,4439
998,mgallagher,2213
999,dicksonstephanie,1392
1000,dicksonstephanie,2591
1001,dicksonstephanie,2697
1002,dicksonstephanie,3964
1003,dicksonstephanie,634
1004,dicksonstephanie,3175
1005,dicksonstephanie,262
1006,dicksonstephanie,2937
1007,perryshawn,330
1008,perryshawn,397
1009,perryshawn,1087
1010,perryshawn,3330
1011,perryshawn,4904
1012,torrestamara,1099
1013,torrestamara,731
1014,torrestamara,3405
1015,torrestamara,4410
1016,torrestamara,1641
1017,torrestamara,1347
1018,torrestamara,3200
1019,mmay,2107
1020,mmay,2492
1021,mmay,3298
1022,mmay,845
1023,mmay,4056
1024,mmay,2540
1025,lopezlori,205
1026,lopezlori,1229
1027,lopezlori,250
1028,lopezlori,3687
1029,lopezlori,42
1030,lopezlori,914
1031,john47,4862
1032,john47,4931
1033,john47,4549
1034,joel10,1756
1035,jessicamooney,1403
1036,jessicamooney,1790
1037,john96,2329
1038,john96,987
1039,kimberly56,3784
1040,kimberly56,3199
1041,kimberly56,1673
1042,kimberly56,2706
1043,kimberly56,589
1044,kimberly56,2516
1045,kimberly56,3247
1046,kimberly56,4155
1047,ngonzales,1757
1048,ngonzales,3407
1049,ngonzales,786
1050,wcarter,664
1051,lzhang,4212
1052,lzhang,3618
1053,lzhang,1668
1054,lzhang,215
1055,lzhang,2930
1056,lzhang,1054
1057,lzhang,2266
1058,stevenmurphy,4491
1059,stevenmurphy,3909
1060,stevenmurphy,947
1061,stevenmurphy,4347
1062,stevenmurphy,1167
1063,kara84,482
1064,kara84,1331
1065,kara84,1967
1066,cpierce,1764
1067,vhammond,3768
1068,vhammond,2547
1069,vhammond,3327
1070,vhammond,1971
1071,vhammond,1752
1072,vhammond,2319
1073,arichards,4969
1074,jackie66,4363
1075,jackie66,252
1076,james67,1322
1077,james67,4878
1078,james67,2648
1079,james67,2366
1080,james67,1763
1081,james67,3817
1082,james67,3941
1083,james67,806
1084,norman32,3785
1085,norman32,720
1086,norman32,4658
1087,henrygarcia,3409
1088,henrygarcia,1567
1089,kjohnson,2102
1090,kjohnson,4113
1091,bvalenzuela,2439
1092,bvalenzuela,3412
1093,bvalenzuela,1687
1094,bvalenzuela,1591
1095,bradley57,642
1096,bradley57,2853
1097,bradley57,732
1098,bradley57,3865
1099,nancymoore,3628
1100,nancymoore,2011
1101,nancymoore,85
1102,nancymoore,4134
1103,nancymoore,1941
1104,bethlopez,1948
1105,bethlopez,689
1106,bethlopez,1713
1107,cobbkristin,3654
1108,cobbkristin,277
1109,cobbkristin,3655
1110,cobbkristin,296
1111,cobbkristin,2524
1112,laurawalsh,4942
1113,laurawalsh,2084
1114,laurawalsh,3210
1115,laurawalsh,3936
1116,laurawalsh,4676
1117,laurawalsh,3726
1118,laurawalsh,1885
1119,laurawalsh,481
1120,gadams,2134
1121,gadams,1765
1122,gadams,4457
1123,gadams,849
1124,gadams,682
1125,gadams,630
1126,jason74,4995
1127,jason74,537
1128,jason74,1334
1129,jason74,945
1130,jason74,759
1131,michaelsmith,3140
1132,michaelsmith,116
1133,michaelsmith,266
1134,michaelsmith,3690
1135,michaelsmith,3561
1136,michaelsmith,4451
1137,michaelsmith,453
1138,michaelsmith,4162
1139,madelinelucero,869
1140,madelinelucero,1112
1141,madelinelucero,4198
1142,madelinelucero,1518
1143,karen21,298
1144,karen21,772
1145,karen21,3263
1146,nicole07,1846
1147,nicole07,600
1148,nicole07,4295
1149,nicole07,3854
1150,nicole07,1118
1151,nicole07,4433
1152,nicole07,1875
1153,nicole07,880
1154,linda41,2281
1155,linda41,4415
1156,jeffreybriggs,4246
1157,jeffreybriggs,531
1158,jeffreybriggs,272
1159,jeffreybriggs,4798
1160,jeffreybriggs,2220
1161,jeffreybriggs,1699
1162,sylvia51,2711
1163,sylvia51,432
1164,sylvia51,96
1165,sylvia51,4728
1166,sylvia51,4018
1167,sylvia51,3313
1168,sylvia51,1268
1169,sylvia51,1255
1170,fstewart,1149
1171,fstewart,1231
1172,fstewart,3788
1173,fstewart,4774
1174,fstewart,2297
1175,hayesamy,636
1176,hayesamy,4324
1177,hayesamy,4128
1178,hayesamy,2806
1179,hayesamy,2905
1180,hayesamy,3141
1181,hayesamy,4154
1182,michael89,2299
1183,michael89,1454
1184,michael89,1246
1185,michael89,3245
1186,michael89,3390
1187,michael89,2513
1188,whughes,2556
1189,whughes,4220
1190,whughes,2575
1191,whughes,3709
1192,whughes,3318
1193,whughes,793
1194,youngkimberly,4112
1195,youngkimberly,2955
1196,youngkimberly,4398
1197,youngkimberly,1678
1198,youngkimberly,612
1199,youngkimberly,3744
1200,youngkimberly,3912
1201,gloriamitchell,1333
1202,gloriamitchell,2067
1203,gloriamitchell,3381
1204,gloriamitchell,1701
1205,gloriamitchell,117
1206,gloriamitchell,4894
1207,brandonday,3036
1208,brandonday,1230
1209,dsmith,939
1210,oacosta,3842
1211,oacosta,1172
1212,oacosta,1261
1213,oacosta,985
1214,oacosta,3848
1215,oacosta,4012
1216,oacosta,63
1217,ronald02,2455
1218,ronald02,763
1219,ronald02,1659
1220,ronald02,1567
1221,ronald02,791
1222,millerbonnie,2943
1223,millerbonnie,134
1224,rebecca50,837
1225,rebecca50,2763
1226,rebecca50,295
1227,thomaskristi,1843
1228,thomaskristi,3824
1229,thomaskristi,4627
1230,thomaskristi,197
1231,thomaskristi,3882
1232,thomaskristi,541
1233,thomaskristi,2524
1234,thomaskristi,4168
1235,kellybryant,2412
1236,kellybryant,4484
1237,kellybryant,2845
1238,kellybryant,1701
1239,usmith,4918
1240,usmith,4339
1241,usmith,4187
1242,khernandez,247
1243,khernandez,2830
1244,khernandez,2670
1245,khernandez,1451
1246,khernandez,2476
1247,lawrence73,3962
1248,lawrence73,1409
1249,lawrence73,103
1250,lawrence73,2145
1251,lawrence73,3851
1252,nancy18,2163
1253,nancy18,290
1254,nancy18,1859
1255,nancy18,2376
1256,nancy18,371
1257,nancy18,1765
1258,adamsjessica,1593
1259,adamsjessica,4507
1260,robertholt,480
1261,robertholt,522
1262,robertholt,30
1263,robertholt,4020
1264,adamsilva,2443
1265,adamsilva,4157
1266,adamsilva,149
1267,adamsilva,1441
1268,adamsilva,60
1269,adamsilva,1701
1270,adamsilva,840
1271,ramseymiguel,3766
1272,ramseymiguel,493
1273,ramseymiguel,4249
1274,ramseymiguel,4291
1275,ramseymiguel,3439
1276,ramseymiguel,3297
1277,terriperkins,3337
1278,terriperkins,4657
1279,terriperkins,3132
1280,terriperkins,4127
1281,terriperkins,2526
1282,katherine92,69
1283,katherine92,4820
1284,katherine92,282
1285,katherine92,195
